journal_title,alt_title,pissn,eissn,language,publisher,country_of_pub,APC,waiver,date_added_to_doaj,APC_in_dollar
Management and Business Administration. Central Europe,NA,2084-3356,NA,"English, Polish",Kozminski University,Poland,FALSE,FALSE,2013-05-22T16:09:15Z,NA
Studia Humanistyczne AGH,Contributions to Humanities,2084-3364,NA,"English, German, Polish",Wydawnictwa AGH,Poland,FALSE,FALSE,2011-09-20T15:18:54Z,NA
Journal of Biology and Earth Sciences,NA,2084-3577,NA,English,"TMKarpinski Publisher, Tomasz M. Karpiński",Poland,FALSE,FALSE,2012-11-27T15:30:49Z,NA
Ido Movement for Culture: Journal of Martial Arts Anthropology,NA,2084-3763,2082-7571,"English, Polish",Idokan Poland Association in Rzeszów,Poland,FALSE,FALSE,2013-12-04T10:49:07Z,NA
Krakowskie Studia z Historii Państwa i Prawa,NA,2084-4115,2084-4131,"Polish, German, French, English",Jagiellonian University,Poland,FALSE,FALSE,2021-01-24T15:06:44Z,NA
Polish Botanical Journal,NA,NA,2084-4352,English,Sciendo,Poland,FALSE,FALSE,2013-03-04T19:51:43Z,NA
Miscellanea Geographica: Regional Studies on Development,NA,NA,2084-6118,English,Sciendo,Poland,FALSE,FALSE,2014-12-14T17:25:35Z,NA
Research on Enterprise in Modern Economy Theory and Practice,Przedsiębiorstwo we Współczesnej Gospodarce – Teoria i Praktyka,2084-6495,NA,"English, Polish",Gdańsk University of Technology,Poland,FALSE,FALSE,2019-02-13T08:48:33Z,NA
Catalysis for Sustainable Energy,NA,NA,2084-6819,English,De Gruyter,Poland,FALSE,FALSE,2014-12-09T09:36:15Z,NA
Sztuka Edycji. Studia Tekstologiczne i Edytorskie,The Art of Editing,2084-7963,2391-7903,Polish,Uniwersytet Mikołaja Kopernika,Poland,FALSE,FALSE,2017-12-20T09:21:12Z,NA
Quêtes Littéraires,NA,2084-8099,2657-487X,French,Wydawnictwo Werset,Poland,FALSE,FALSE,2018-10-29T17:19:39Z,NA
Journal of Ultrasonography,NA,2084-8404,2451-070X,"English, Polish",Medical Communications Sp. z o.o.,Poland,FALSE,FALSE,2016-09-21T11:51:08Z,NA
Noise Mapping,NA,NA,2084-879X,English,De Gruyter,Poland,FALSE,FALSE,2016-02-27T09:16:10Z,NA
Molecular Imprinting,NA,NA,2084-8803,English,De Gruyter,Poland,FALSE,FALSE,2015-01-10T19:17:47Z,NA
Animal Migration,NA,NA,2084-8838,English,De Gruyter,Poland,FALSE,FALSE,2014-12-17T09:35:40Z,NA
Ethics in Progress,EiP,NA,2084-9257,"English, German, Polish",Adam Mickiewicz University,Poland,FALSE,FALSE,2019-04-01T14:45:45Z,NA
Podkarpackie Studia Biblioteczne,NA,2084-9338,NA,Polish,Library of Rzeszow University,Poland,FALSE,FALSE,2013-04-04T16:50:56Z,NA
Current Issues in Pharmacy and Medical Sciences,NA,2084-980X,2300-6676,English,Sciendo,Poland,TRUE,FALSE,2015-06-19T13:39:22Z,77.0832
Al-Bidayah: Jurnal Pendidikan Dasar Islam,Al-Bidayah,2085-0034,2549-3388,Indonesian,Pendidikan Guru Madrasah Ibtidaiyah (PGMI),Indonesia,FALSE,FALSE,2019-09-20T04:29:05Z,NA
Perspektif: Jurnal Ilmu-ilmu Sosial,Perspektif,2085-0328,NA,Indonesian,Universitas Medan Area,Indonesia,TRUE,FALSE,2019-10-08T14:04:14Z,51.75
PCD Online Journal,PCD Journal,2085-0433,2085-0441,English,Universitas Gadjah Mada,Indonesia,FALSE,FALSE,2018-10-15T09:03:56Z,NA
Elektrika,NA,2085-0565,NA,Indonesian,Universitas Semarang,Indonesia,FALSE,FALSE,2017-10-20T12:57:15Z,NA
Jurnal Akuntansi Keuangan dan Bisnis,JAKB,2085-0751,2476-9460,Indonesian,Politeknik Caltex Riau,Indonesia,FALSE,FALSE,2017-07-06T17:51:48Z,NA
Pelangi,NA,2085-1057,2460-3740,Indonesian,STKIP PGRI Sumatera Barat,Indonesia,TRUE,TRUE,2017-12-06T11:57:12Z,20.7
Indonesian Journal of Tropical and Infectious Disease,NA,2085-1103,2356-0991,English,Universitas Airlangga,Indonesia,TRUE,FALSE,2016-09-30T09:49:38Z,75
Jurnal Akuntansi Kontemporer,NA,2085-1189,2685-9971,Indonesian,Sekolah Pascasarjana Universitas Katolik Widya Mandala Surabaya,Indonesia,FALSE,FALSE,2020-09-28T11:29:29Z,NA
Jurnal Sains & Teknologi Lingkungan,JSTL,2085-1227,2502-6119,"English, Indonesian",Universitas Islam Indonesia,Indonesia,FALSE,FALSE,2017-09-11T11:09:45Z,NA
CSRID Journal,Computer Science Research and Its Development Journal,2085-1367,2460-870X,Indonesian,LPPM Universitas Potensi Utama,Indonesia,FALSE,FALSE,2016-04-04T16:15:35Z,NA
Edukasi: Jurnal Penelitian dan Artikel Pendidikan,EDUKASI,2085-1472,2579-4965,Indonesian,Universitas Muhammdiyah Magelang,Indonesia,TRUE,FALSE,2017-09-29T09:23:28Z,34.5
Sains Medika,Sains Medika: Jurnal Kedokteran dan Kesehatan,2085-1545,2339-093X,English,Universitas Sultan Agung Semarang,Indonesia,FALSE,FALSE,2017-07-31T14:48:31Z,NA
Jurnal Teknologi,NA,2085-1669,2460-0288,Indonesian,Universitas Muhammadiyah Jakarta,Indonesia,FALSE,FALSE,2017-08-23T06:55:39Z,NA
Biosaintifika: Journal of Biology & Biology Education,Biosaintifika: Berkala Ilmiah Biologi,2085-191X,2338-7610,"English, Indonesian",Universitas Negeri Semarang,Indonesia,TRUE,TRUE,2015-04-14T12:59:05Z,103.5
Jurnal Komunikasi,JK,2085-1979,2528-2727,Indonesian,Universitas Tarumanagara,Indonesia,TRUE,FALSE,2017-08-02T16:12:49Z,69
Mudarrisa: Jurnal Kajian Pendidikan Islam,NA,2085-2061,2541-3457,Indonesian,Institut Agama Islam Negeri (IAIN) Salatiga,Indonesia,FALSE,FALSE,2017-07-14T14:58:33Z,NA
Jurnal Sains Psikologi,NA,2085-2223,2597-7008,Indonesian,Universitas Negeri Malang,Indonesia,FALSE,FALSE,2018-02-13T11:50:14Z,NA
AGROMIX,NA,2085-241X,2599-3003,"English, Indonesian","Faculty of Agriculture, University of Yudharta Pasuruan",Indonesia,TRUE,FALSE,2020-08-03T15:15:14Z,34.5
Buletin Veteriner Udayana,Veterinary Bulletin Udayana,2085-2495,NA,Indonesian,"Faculty of Veterinary Medicine, University of Udayana",Indonesia,FALSE,FALSE,2016-02-23T12:44:28Z,NA
Rona Teknik Pertanian,RTP,2085-2614,2528-2654,"English, Indonesian",Syiah Kuala University,Indonesia,TRUE,FALSE,2017-07-19T09:38:19Z,13.799999999999999
Jurnal Agronomi Indonesia,NA,2085-2916,2337-3652,Indonesian,Institut Pertanian Bogor,Indonesia,TRUE,FALSE,2017-07-05T14:41:11Z,69
Indonesian Biomedical Journal,NA,2085-3297,2355-9179,English,Secretariat of The Indonesian Biomedical Journal,Indonesia,TRUE,FALSE,2015-12-23T16:47:23Z,200
Jurnal Promkes: The Indonesian Journal of Health Promotion and Health Education,Jurnal Promkes,2085-3475,2540-9972,"English, Indonesian",Universitas Airlangga,Indonesia,TRUE,FALSE,2019-02-25T17:57:51Z,34.5
Jurnal Infotel,NA,2085-3688,2460-0997,Indonesian,LPPM Institut Teknologi Telkom Purwokerto,Indonesia,TRUE,FALSE,2015-05-18T13:22:22Z,69
Islamiconomic: Jurnal Ekonomi Islam,IJEI,2085-3696,2541-4127,Indonesian,Islam Institut Agama Islam Negeri Sultan Maulana Hasanuddin,Indonesia,FALSE,FALSE,2017-07-11T10:11:12Z,NA
English Education Journal: Jurnal Pengembangan Pendidikan dan Pengembangan Pengajaran Bahasa,English Education Journal,2085-3750,NA,English,Universitas Syiah Kuala,Indonesia,TRUE,FALSE,2019-03-26T14:45:02Z,20.7
Teknobuga,Jurnal Teknologi Busana dan Boga,2085-4056,2528-7087,Indonesian,Universitas Negeri Semarang,Indonesia,FALSE,FALSE,2020-10-31T15:41:09Z,NA
'Anil Islam: Jurnal Kebudayaan dan Ilmu Keislaman,Anil Islam,2085-4080,2528-7532,Indonesian,Institut Ilmu Keislaman Annuqayah,Indonesia,FALSE,FALSE,2018-04-05T13:28:37Z,NA
JKKI (Jurnal Kedokteran dan Kesehatan Indonesia),JKKI,2085-4145,2527-2950,English,Faculty of Medicine,Indonesia,TRUE,FALSE,2019-02-10T11:35:31Z,100
Jurnal Dinamika Akuntansi,JDA,2085-4277,NA,"English, Indonesian",Universitas Negeri Semarang,Indonesia,FALSE,FALSE,2015-11-02T14:35:21Z,NA
Jurnal Bina Praja,Journal of Home Affairs Governance,2085-4323,2503-3360,"English, Indonesian",Bina Praja Press,Indonesia,FALSE,FALSE,2021-05-10T10:17:08Z,NA
JUPIIS (Jurnal Pendidikan Ilmu-Ilmu Sosial),NA,2085-482X,2407-7429,Indonesian,Universitas Negeri Medan,Indonesia,TRUE,FALSE,2019-03-10T08:33:58Z,51.75
Jurnal Teknologi dan Industri Pertanian Indonesia,JTIPI,2085-4927,2442-7020,"English, Indonesian",Syiah Kuala University,Indonesia,TRUE,FALSE,2017-01-17T08:43:28Z,10.35
The Journal of Educational Development,NA,2085-4943,NA,"English, Indonesian",Universitas Negeri Semarang,Indonesia,TRUE,FALSE,2015-10-23T18:12:36Z,34.5
Asean Marketing Journal,NA,2085-5044,2356-2242,English,Universitas Indonesia,Indonesia,FALSE,FALSE,2015-12-21T15:12:15Z,NA
CMES (Center of Middle Eastern Studies),CMES,2085-563X,2502-1044,"Arabic, English, Indonesian",Universitas Sebelas Maret,Indonesia,FALSE,FALSE,2019-01-22T20:23:07Z,NA
Jurnal Ilmiah Perikanan dan Kelautan,JIPK,2085-5842,2528-0759,Indonesian,Faculty of Fisheries and Marine Universitas Airlangga,Indonesia,TRUE,TRUE,2019-07-29T08:07:09Z,70
Beta: Jurnal Tadris Matematika,Jurnal Beta,2085-5893,2541-0458,Indonesian,Universitas Islam Negeri Mataram,Indonesia,TRUE,TRUE,2017-08-15T16:01:00Z,69
Jurnal Pendidikan Jasmani dan Olahraga,JPJO,2085-6180,2580-071X,English,Universitas Pendidikan Indonesia,Indonesia,TRUE,FALSE,2020-10-13T10:47:17Z,51.75
Al-Ahwal: Jurnal Hukum Keluarga Islam,Jurnal Hukum Keluarga Islam,2085-627X,2528-6617,"Indonesian, English, Arabic",Universitas Islam Negeri Sunan Kalijaga Yogyakarta,Indonesia,FALSE,FALSE,2018-01-04T10:08:02Z,NA
Analitika,NA,2085-6601,2502-4590,Indonesian,Universitas Medan Area,Indonesia,FALSE,FALSE,2018-01-01T14:54:32Z,NA
Jurnal Kefarmasian Indonesia,NA,2085-675X,2354-8770,"English, Indonesian",Badan Penelitian dan Pengembangan Kesehatan,Indonesia,FALSE,FALSE,2017-08-30T11:39:38Z,NA
International Journal on Electrical Engineering and Informatics,NA,2085-6830,NA,English,School of Electrical Engineering and Informatics,Indonesia,FALSE,FALSE,2010-01-22T14:00:58Z,NA
Jurnal Pendidikan Biologi,NA,2085-6873,2540-9271,Indonesian,Universitas Negeri Malang,Indonesia,FALSE,FALSE,2018-01-05T15:36:39Z,NA
Jurnal Agroekoteknologi,NA,2085-7985,NA,Indonesian,Universitas Sultan Ageng Tirtayasa,Indonesia,TRUE,FALSE,2018-01-15T09:51:27Z,13.799999999999999
Sainstek: Jurnal Sains dan Teknologi,NA,2085-8019,NA,Indonesian,Institut Agama Islam Negeri (IAIN) Batusangkar,Indonesia,FALSE,FALSE,2017-09-26T08:07:20Z,NA
Jurnal Geografi,NA,2085-8167,2549-7057,"English, Indonesian",Universitas Negeri Medan,Indonesia,TRUE,FALSE,2017-08-17T08:47:53Z,20.7
Journal of Indonesian Economy and Business,NA,2085-8272,2338-5847,English,Universitas Gadjah Mada,Indonesia,FALSE,FALSE,2017-07-03T13:48:33Z,NA
Hikmah: Jurnal Pendidikan Islam,NA,2085-8663,NA,Indonesian,Sekolah Tinggi Agama Islam (STAI) Tuanku Tambusai,Indonesia,FALSE,FALSE,2017-11-15T15:24:51Z,NA
Vektora,NA,2085-868X,2354-8789,Indonesian,Badan Penelitian dan Pengembangan Kesehatan,Indonesia,FALSE,FALSE,2016-05-13T18:39:17Z,NA
Economica: Jurnal Ekonomi Islam,NA,2085-9325,2541-4666,"English, Indonesian",Universitas Islam Negeri (UIN) Walisongo Semarang,Indonesia,FALSE,FALSE,2017-07-26T08:40:17Z,NA
Akrual: Jurnal Akuntansi,NA,2085-9643,2502-6380,Indonesian,Universitas Negeri Surabaya,Indonesia,FALSE,FALSE,2017-08-24T11:26:44Z,NA
Jurnal Visi Ilmu Pendidikan,JVIP,2085-9848,2579-552X,Indonesian,Universitas Tanjungpura,Indonesia,FALSE,FALSE,2019-03-01T11:09:46Z,NA
Jurnal Sains Dasar,JSD,2085-9872,2443-1273,Indonesian,Universitas Negeri Yogyakarta,Indonesia,FALSE,FALSE,2016-12-09T08:17:50Z,NA
Kesmas Indonesia: Jurnal Ilmiah Kesehatan Masyarakat,NA,2085-9929,2579-5414,Indonesian,Jenderal Soedirman University,Indonesia,TRUE,FALSE,2017-09-25T09:41:30Z,13.799999999999999
Patanjala: Jurnal Penelitian Sejarah dan Budaya,Patanjala: Journal of Historical and Cultural Research,2085-9937,2598-1242,Indonesian,"Balai Pelestarian Nilai Budaya Jawa Barat, Kementerian Pendidikan dan Kebudayaan",Indonesia,FALSE,FALSE,2020-05-20T15:10:43Z,NA
Jurnal el-Hayah,NA,2086-0064,2460-7207,Indonesian,UIN Maulana Malik Ibrahim Malang,Indonesia,FALSE,FALSE,2016-10-07T14:28:42Z,NA
Jurnal Pendidikan Matematika dan IPA,NA,2086-0234,NA,Indonesian,Universitas Tanjungpura Pontianak,Indonesia,FALSE,FALSE,2017-04-19T13:31:46Z,NA
Fon,Jurnal Pendidikan Bahasa dan Sastra Indonesia,2086-0609,2614-7718,Indonesian,Prodi Pendidikan Bahasa dan Sastra Indonesia Universitas Kuningan,Indonesia,TRUE,FALSE,2021-02-08T12:28:05Z,13.799999999999999
Jurnal Dinamika Manajemen,Journal of Management Dynamics,2086-0668,2337-5434,"English, Indonesian",Universitas Negeri Semarang,Indonesia,FALSE,FALSE,2013-07-02T12:49:21Z,NA
Intuisi,Jurnal Psikologi Ilmiah,2086-0803,2541-2965,Indonesian,Universitas Negeri Semarang,Indonesia,FALSE,FALSE,2017-07-25T14:43:14Z,NA
Jurnal Tarbiyatuna,Tarbiyatuna,2086-0889,2579-4981,Indonesian,Universitas Muhammadiyah Magelang,Indonesia,TRUE,FALSE,2018-04-04T12:19:02Z,34.5
Jurnal Riset Industri Hasil Hutan,NA,2086-1400,2503-0779,Indonesian,Balai Riset dan Standardisasi Industri Banj,Indonesia,FALSE,FALSE,2018-08-08T07:37:35Z,NA
Indonesian Journal of Rheumatology,NA,2086-1435,2581-1142,English,Indonesia Rheumatology Association,Indonesia,TRUE,FALSE,2019-01-28T17:21:01Z,150
Jurnal the Messenger,JTM,2086-1559,2527-2810,"English, Indonesian",Universitas Semarang,Indonesia,TRUE,FALSE,2017-07-31T14:40:37Z,6
Jurnal Ekonomi dan Studi Pembangunan,JESP,2086-1575,NA,Indonesian,Universitas Negeri Malang,Indonesia,FALSE,FALSE,2016-06-02T18:01:26Z,NA
Alchemy: Journal of Chemistry,NA,2086-1710,2460-6871,Indonesian,Universitas Islam Negeri Malik Ibrahim,Indonesia,FALSE,FALSE,2016-04-08T14:58:09Z,NA
Jurnal Bahasa Lingua Scientia,NA,2086-1753,2549-4228,"English, Indonesian",State Institute of Islamic Studies (IAIN) Tulungagung,Indonesia,FALSE,FALSE,2017-11-07T08:59:00Z,NA
Jurnal Kompetensi Teknik,NA,2086-2253,2597-9280,Indonesian,Universitas Negeri Semarang,Indonesia,FALSE,FALSE,2018-04-20T13:39:37Z,NA
Kreano: Jurnal Matematika Kreatif-Inovatif,Jurnal Kreano,2086-2334,2442-4218,"English, Indonesian",Universitas Negeri Semarang,Indonesia,TRUE,FALSE,2015-04-28T15:18:41Z,103.5
Jurnal Kesehatan,NA,2086-2555,2622-7363,"English, Indonesian",Fakultas Kedokteran dan Ilmu Kesehatan,Indonesia,FALSE,FALSE,2020-03-27T15:00:00Z,NA
Jurnal ASET (Akuntansi Riset),NA,2086-2563,2541-0342,Indonesian,Program Studi Akuntansi,Indonesia,FALSE,FALSE,2018-07-02T12:27:48Z,NA
Masalah-Masalah Hukum,NA,2086-2695,2527-4716,Indonesian,"University of Diponegoro, Faculty of Law",Indonesia,TRUE,TRUE,2019-01-28T12:04:48Z,69
Jurnal Penelitian Kesehatan Suara Forikes,Suara Forikes,2086-3098,2502-7778,Indonesian,Forum Ilmiah Kesehatan (Forikes),Indonesia,TRUE,FALSE,2016-12-23T09:25:28Z,17.25
Economic Journal of Emerging Markets,EJEM,2086-3128,2502-180X,English,Universitas Islam Indonesia,Indonesia,TRUE,FALSE,2016-06-09T13:39:16Z,50
Madaniyah: Terciptanya Insan Akademis Berkualitas & Berakhlak Mulia,Madaniyah,2086-3462,2548-6993,"Arabic, English, Indonesian",STIT Pemalang,Indonesia,TRUE,FALSE,2018-04-27T18:48:51Z,34.5
Fenomena,Fenomena: jurnal penelitian,2086-3632,2460-3902,Indonesian,LP2M IAIN Samarinda,Indonesia,FALSE,FALSE,2016-03-07T14:48:33Z,NA
Local Wisdom,Jurnal Ilmiah Kajian Kearifan Lokal,2086-3764,2615-4951,"English, Indonesian",University of Merdeka Malang,Indonesia,FALSE,FALSE,2019-03-26T15:06:44Z,NA
Indonesian Accounting Review,TIAR,2086-3802,2302-822X,"English, Indonesian",STIE Perbanas Surabaya,Indonesia,FALSE,FALSE,2020-06-08T09:07:19Z,NA
Journal of Natural Resources and Environmental Management,Jurnal Pengelolaan Sumberdaya Alam dan Lingkungan,2086-4639,2460-5824,"English, Indonesian",Bogor Agricultural University,Indonesia,TRUE,FALSE,2016-10-03T17:56:04Z,103.5
Bioedukasi: Jurnal Pendidikan Biologi FKIP UM Metro,BIOEDUKASI Pendidikan Biologi,2086-4701,2442-9805,Indonesian,Universitas Muhammadiyah Metro,Indonesia,TRUE,TRUE,2017-04-25T10:28:38Z,20.7
Lectura: Jurnal Pendidikan,NA,2086-4876,2549-063X,"English, Indonesian",Universitas Lancang Kuning,Indonesia,TRUE,FALSE,2017-07-26T11:14:23Z,20.7
Digital Zone: Jurnal Teknologi Informasi dan Komunikasi,NA,2086-4884,2477-3255,Indonesian,Universitas Lancang Kuning,Indonesia,TRUE,FALSE,2019-07-30T14:01:38Z,24.15
International Journal of Science and Engineering,IJSE,2086-5023,2302-5743,English,Diponegoro University,Indonesia,FALSE,FALSE,2012-09-18T08:53:45Z,NA
Media Gizi Mikro Indonesia,Indonesian Journal of Micronutrient,2086-5198,2354-8746,"English, Indonesian",Balai Penelitian dan Pengembangan Kesehatan Magelang,Indonesia,FALSE,FALSE,2017-10-16T08:50:56Z,NA
Syiar Hukum,Jurnal Ilmu Hukum,2086-5449,NA,Indonesian,Universitas Islam Bandung,Indonesia,FALSE,FALSE,2017-05-10T15:37:28Z,NA
Bioma,Jurnal Ilmiah Biologi,2086-5481,2549-9890,Indonesian,Universitas PGRI Semarang,Indonesia,FALSE,FALSE,2017-12-01T11:09:28Z,NA
Biosfer: Jurnal Tadris Biologi,Jurnal Tadris Biologi,2086-5945,2580-4960,"English, Indonesian",Universitas Islam Negeri Raden Intan Lampung,Indonesia,TRUE,FALSE,2020-07-07T11:40:13Z,34.5
"Lensa: Kajian Kebahasaan, Kesusastraan, dan Budaya",NA,2086-6100,2503-328X,English,Universitas Muhammadiyah Semarang,Indonesia,TRUE,FALSE,2017-08-18T09:53:08Z,34.5
Jurnal Ilmiah Ilmu Administrasi Publik,JIAP,2086-6364,2549-7499,"English, Indonesian",Program Studi Ilmu Administrasi Publik  Program Pascasarjana Universitas Negeri Makassar,Indonesia,FALSE,FALSE,2019-03-10T22:34:26Z,NA
Jurnal Ilmu Kesehatan Masyarakat,JIKM,2086-6380,2548-7949,Indonesian,"Faculty of Public Health, Sriwijaya University",Indonesia,TRUE,FALSE,2018-01-19T11:17:58Z,35
Sainsmat,NA,2086-6755,2579-5686,Indonesian,Universitas Negeri Makassar,Indonesia,FALSE,FALSE,2017-08-24T09:50:56Z,NA
Yurisdiksi: Jurnal Wacana Hukum dan Sains,Yurisdiksi,2086-6852,2598-5892,English,Law Faculty Merdeka University Surabaya,Indonesia,FALSE,FALSE,2019-04-08T16:12:57Z,NA
"Masyarakat, Kebudayaan dan Politik",MKP,2086-7050,2528-6013,"English, Indonesian",Universitas Airlangga,Indonesia,TRUE,FALSE,2017-06-30T15:22:55Z,100
Politika: Jurnal Ilmu Politik,NA,2086-7344,2502-776X,"English, Indonesian","Master of Political Science Program, Department of Politics and Governance, Faculty of Social and Political Science, Diponegoro University,",Indonesia,FALSE,FALSE,2018-10-09T12:49:54Z,NA
Jurnal Evaluasi Pendidikan,NA,2086-7425,2620-3073,Indonesian,lppm Universitas Negeri Jakarta,Indonesia,FALSE,FALSE,2020-09-04T06:34:51Z,NA
Jurnal Akuntansi Multiparadigma,JAMAL,2086-7603,2089-5879,"Indonesian, English",University of Brawijaya,Indonesia,TRUE,FALSE,2015-09-15T15:19:33Z,172.5
Profita,Komunikasi Ilmiah Akuntansi dan Perpajakan,2086-7662,2622-1950,"English, Indonesian",Universitas Mercu Buana,Indonesia,FALSE,FALSE,2019-03-07T12:13:33Z,NA
Jurnal Kesehatan,NA,2086-7751,2548-5695,Indonesian,Politeknik Kesehatan Tanjung Karang,Indonesia,TRUE,FALSE,2017-07-26T10:50:51Z,34.5
Asy-Syari'ah,NA,2086-9029,2654-5675,Indonesian,Faculty of Sharia and Law UIN Sunan Gunung Djati Bandung,Indonesia,FALSE,FALSE,2019-12-16T14:17:52Z,NA
Al-Tadzkiyyah: Jurnal Pendidikan Islam,NA,2086-9118,2528-2476,Indonesian,Universitas Islam Negeri Raden Intan Lampung,Indonesia,TRUE,FALSE,2017-09-22T16:31:50Z,17.25
Jurnal Al Bayan: Jurnal Jurusan Pendidikan Bahasa Arab,Jurnal Al Bayan,2086-9282,2549-1229,"Arabic, Indonesian",Jurusan Pendidikan Bahasa Arab,Indonesia,FALSE,FALSE,2019-05-22T18:34:01Z,NA
Pendipa,Pendipa: Jurnal Pendidikan Sains Universitas Bengkulu,2086-9363,2622-9307,"English, Indonesian",University of Bengkulu,Indonesia,TRUE,FALSE,2019-11-08T13:54:13Z,34.5
Jurnal Informatika,NA,2086-9398,2579-8901,Indonesian,Universitas Muhammadiyah Purwokerto,Indonesia,FALSE,FALSE,2017-09-08T15:08:13Z,NA
